@relation 'MOA: -C 7'

@attribute a_7 numeric
@attribute a_8 numeric
@attribute a_9 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}
@attribute class5- {0,1}
@attribute class6- {0,1}

@data
0.525222,0.629705,0.340869,0,0,0,0,1,0,0
0.351724,0.659624,0.714974,0,0,0,1,0,0,0
0.627506,0.702478,0.785456,0,1,0,0,0,0,0
0.696221,0.220886,0.262,1,0,0,0,0,0,0
0.686255,0.739268,0.701372,0,1,1,0,0,0,0
0.495869,0.557037,0.474125,0,0,0,0,1,0,0
0.600461,0.574638,0.75015,0,1,0,0,0,0,0
0.538701,0.367999,0.342878,0,0,0,0,1,0,0
0.379494,0.730504,0.770209,0,0,0,1,0,0,0
0.249116,0.737799,0.674246,0,0,0,1,0,0,0
0.674266,0.773375,0.597316,0,1,1,0,0,0,0
0.687941,0.120155,0.252252,1,0,0,0,0,0,0
0.398468,0.624431,0.357032,0,0,0,0,1,0,0
0.553801,0.46202,0.264093,0,0,0,0,1,0,0
0.47162,0.573697,0.223565,0,0,0,0,1,0,0
0.605418,0.75879,0.623956,0,1,1,0,0,0,0
0.597983,0.744565,0.697275,0,1,1,0,0,0,0
0.62874,0.819908,0.720928,0,1,1,0,0,0,0
0.65382,0.744372,0.634829,0,1,1,0,0,0,0
0.633172,0.215254,0.277903,1,0,0,0,0,0,0
0.533582,0.514073,0.285251,0,0,0,0,1,0,0
0.359263,0.685611,0.775695,0,0,0,1,0,0,0
0.550172,0.51672,0.411256,0,0,0,0,1,0,0
0.56626,0.774695,0.724121,0,1,1,0,0,0,0
0.641339,0.709909,0.559569,0,1,1,0,0,0,0
0.786609,0.275448,0.16172,1,0,0,0,0,0,0
0.70171,0.784532,0.51913,0,0,1,0,0,0,0
0.41884,0.472986,0.274559,0,0,0,0,1,0,0
0.637497,0.793638,0.716161,0,1,1,0,0,0,0
0.31411,0.580576,0.827774,0,0,0,1,0,0,0
0.707215,0.812231,0.675091,0,1,1,0,0,0,0
0.77049,0.667987,0.699935,0,1,1,0,0,0,0
0.529345,0.73561,0.631364,0,1,1,0,0,0,0
0.577139,0.721689,0.712919,0,1,1,0,0,0,0
0.668766,0.14397,0.281291,1,0,0,0,0,0,0
0.516885,0.685369,0.192755,0,0,0,0,1,0,0
0.425942,0.728166,0.909273,0,0,0,1,0,0,0
0.367523,0.715554,0.706982,0,0,0,1,0,0,0
0.642299,0.239704,0.285536,1,0,0,0,0,0,0
0.724389,0.105132,0.133713,1,0,0,0,0,0,0
0.715919,0.197977,0.231588,1,0,0,0,0,0,0
0.524689,0.685806,0.671771,0,1,1,0,0,0,0
0.596838,0.745534,0.701477,0,1,1,0,0,0,0
0.433375,0.481069,0.223116,0,0,0,0,1,0,0
0.487305,0.418999,0.350643,0,0,0,0,1,0,0
0.312526,0.721844,0.861366,0,0,0,1,0,0,0
0.72543,0.222125,0.260007,1,0,0,0,0,0,0
0.382869,0.673761,0.719341,0,0,0,1,0,0,0
0.61318,0.817312,0.672114,0,1,1,0,0,0,0
0.62196,0.771906,0.682598,0,1,1,0,0,0,0
0.589532,0.105359,0.283014,1,0,0,0,0,0,0
0.535293,0.465628,0.318195,0,0,0,0,1,0,0
0.549411,0.531882,0.290197,0,0,0,0,1,0,0
0.336475,0.700292,0.733024,0,0,0,1,0,0,0
0.449423,0.523063,0.352646,0,0,0,0,1,0,0
0.561691,0.802134,0.599953,0,1,1,0,0,0,0
0.484092,0.527636,0.291231,0,0,0,0,1,0,0
0.734407,0.753395,0.694135,0,1,1,0,0,0,0
0.700198,0.204931,0.217362,1,0,0,0,0,0,0
0.519623,0.512646,0.324581,0,0,0,0,1,0,0
0.650364,0.584701,0.263432,0,0,0,0,1,0,0
0.551037,0.263832,0.319852,1,0,0,0,0,0,0
0.636811,0.223898,0.266026,1,0,0,0,0,0,0
0.524983,0.545947,0.281028,0,0,0,0,1,0,0
0.661189,0.220524,0.102195,1,0,0,0,0,0,0
0.463466,0.497915,0.471065,0,0,0,0,1,0,0
0.641905,0.662972,0.668941,0,1,1,0,0,0,0
0.189538,0.647206,0.734863,0,0,0,1,0,0,0
0.535091,0.360666,0.189235,1,0,0,0,1,0,0
0.298573,0.756486,0.753598,0,0,0,1,0,0,0
0.496448,0.725599,0.623257,0,1,1,0,0,0,0
0.61054,0.76037,0.722542,0,1,1,0,0,0,0
0.671874,0.209879,0.272917,1,0,0,0,0,0,0
0.791947,0.337074,0.220344,1,0,0,0,0,0,0
0.668829,0.217404,0.255288,1,0,0,0,0,0,0
0.579905,0.792744,0.781469,0,1,1,0,0,0,0
0.162995,0.748296,0.793696,0,0,0,1,0,0,0
0.348924,0.678042,0.808209,0,0,0,1,0,0,0
0.237768,0.688946,0.792493,0,0,0,1,0,0,0
0.446964,0.634105,0.391707,0,0,0,0,1,0,0
0.672797,0.345396,0.235297,1,0,0,0,0,0,0
0.335758,0.681189,0.751567,0,0,0,1,0,0,0
0.322904,0.468297,0.235933,0,0,0,0,1,0,0
0.764847,0.196152,0.243441,1,0,0,0,0,0,0
0.469539,0.67096,0.612741,0,1,0,0,0,0,0
0.695112,0.12641,0.351101,1,0,0,0,0,0,0
0.571074,0.510761,0.278405,0,0,0,0,1,0,0
0.649726,0.752706,0.666569,0,1,1,0,0,0,0
0.603879,0.722978,0.748273,0,1,1,0,0,0,0
0.564679,0.831098,0.690332,0,1,1,0,0,0,0
0.322048,0.677122,0.77821,0,0,0,1,0,0,0
0.781432,0.324819,0.25578,1,0,0,0,0,0,0
0.155594,0.690494,0.826413,0,0,0,1,0,0,0
0.488757,0.735262,0.731011,0,1,0,1,0,0,0
0.53004,0.525444,0.284646,0,0,0,0,1,0,0
0.67775,0.211947,0.269196,1,0,0,0,0,0,0
0.571234,0.73908,0.695246,0,1,1,0,0,0,0
0.600227,0.8127,0.538875,0,1,1,0,0,0,0
0.361054,0.445024,0.370061,0,0,0,0,1,0,0
0.600029,0.251162,0.377939,1,0,0,0,0,0,0
0.634726,0.698796,0.754337,0,1,1,0,0,0,0
0.608767,0.752722,0.775215,0,1,1,0,0,0,0
0.425154,0.476858,0.280597,0,0,0,0,1,0,0
0.275155,0.62669,0.852035,0,0,0,1,0,0,0
0.553472,0.151944,0.31336,1,0,0,0,0,0,0
0.364105,0.503085,0.29011,0,0,0,0,1,0,0
0.674122,0.226616,0.260512,1,0,0,0,0,0,0
0.415146,0.397995,0.340377,0,0,0,0,1,0,0
0.40123,0.564363,0.3267,0,0,0,0,1,0,0
0.656643,0.757876,0.699357,0,1,1,0,0,0,0
0.568768,0.659045,0.642708,0,1,1,0,0,0,0
0.667439,0.223941,0.259183,1,0,0,0,0,0,0
0.379835,0.478312,0.246468,0,0,0,0,1,0,0
0.620192,0.638481,0.294323,0,0,0,0,1,0,0
0.255358,0.658354,0.855693,0,0,0,1,0,0,0
0.627213,0.803658,0.673107,0,1,1,0,0,0,0
0.651342,0.909892,0.721569,0,1,1,0,0,0,0
0.524183,0.829468,0.737515,0,1,1,0,0,0,0
0.529007,0.523956,0.26381,0,0,0,0,1,0,0
0.751174,0.756756,0.739902,0,1,1,0,0,0,0
0.756851,0.715888,0.632274,0,1,1,0,0,0,0
0.667502,0.786488,0.605614,0,1,1,0,0,0,0
0.530604,0.742935,0.72593,0,1,1,0,0,0,0
0.660371,0.79156,0.604842,0,1,1,0,0,0,0
0.470426,0.640598,0.791309,0,1,0,1,0,0,0
0.761525,0.240917,0.303433,1,0,0,0,0,0,0
0.671114,0.748471,0.647065,0,1,1,0,0,0,0
0.623973,0.815008,0.686266,0,1,1,0,0,0,0
0.394486,0.659157,0.256607,0,0,0,0,1,0,0
0.430261,0.500051,0.276737,0,0,0,0,1,0,0
0.772711,0.244411,0.24372,1,0,0,0,0,0,0
0.288093,0.624694,0.746865,0,0,0,1,0,0,0
0.349599,0.678359,0.761565,0,0,0,1,0,0,0
0.446644,0.770042,0.800001,0,1,0,1,0,0,0
0.548747,0.848605,0.679055,0,1,1,0,0,0,0
0.725588,0.736451,0.601784,0,1,1,0,0,0,0
0.320877,0.505572,0.269844,0,0,0,0,1,0,0
0.55174,0.680216,0.694998,0,1,1,0,0,0,0
0.661862,0.790386,0.605028,0,1,1,0,0,0,0
0.317275,0.795112,0.767787,0,0,0,1,0,0,0
0.322236,0.721712,0.714698,0,0,0,1,0,0,0
0.646572,0.791169,0.608354,0,1,1,0,0,0,0
0.695049,0.719761,0.468359,0,0,1,0,0,0,0
0.283239,0.766707,0.715526,0,0,0,1,0,0,0
0.307935,0.661115,0.875441,0,0,0,1,0,0,0
0.653125,0.776683,0.578398,0,1,1,0,0,0,0
0.584271,0.796355,0.611138,0,1,1,0,0,0,0
0.475279,0.783214,0.585352,0,1,1,0,0,0,0
0.581668,0.713427,0.700624,0,1,1,0,0,0,0
0.61791,0.864662,0.582956,0,1,1,0,0,0,0
0.601871,0.277748,0.177017,1,0,0,0,0,0,0
0.653208,0.223207,0.257804,1,0,0,0,0,0,0
0.855116,0.2178,0.2348,1,0,0,0,0,0,0
0.7571,0.739779,0.704458,0,1,1,0,0,0,0
0.435159,0.625025,0.377532,0,0,0,0,1,0,0
0.645515,0.856542,0.69149,0,1,1,0,0,0,0
0.577098,0.480116,0.287105,0,0,0,0,1,0,0
0.678695,0.884745,0.532679,0,0,1,0,0,0,0
0.663607,0.906554,0.508065,0,0,1,0,0,0,0
0.596688,0.744904,0.700224,0,1,1,0,0,0,0
0.527773,0.782461,0.64993,0,1,1,0,0,0,0
0.706581,0.75585,0.745105,0,1,1,0,0,0,0
0.609497,0.769378,0.747848,0,1,1,0,0,0,0
0.504279,0.534179,0.251679,0,0,0,0,1,0,0
0.80005,0.225731,0.148055,1,0,0,0,0,0,0
0.479608,0.794091,0.742566,0,1,0,1,0,0,0
0.628052,0.5234,0.288565,0,0,0,0,1,0,0
0.730951,0.675144,0.715312,0,1,1,0,0,0,0
0.534175,0.524774,0.314738,0,0,0,0,1,0,0
0.536172,0.420931,0.242376,0,0,0,0,1,0,0
0.40258,0.642675,0.183195,0,0,0,0,1,0,0
0.477216,0.544106,0.289001,0,0,0,0,1,0,0
0.330087,0.666066,0.761388,0,0,0,1,0,0,0
0.611877,0.700302,0.682334,0,1,1,0,0,0,0
0.327518,0.679243,0.74961,0,0,0,1,0,0,0
0.818249,0.78732,0.520258,0,0,1,0,0,0,0
0.228072,0.795393,0.757897,0,0,0,1,0,0,0
0.695534,0.229751,0.255191,1,0,0,0,0,0,0
0.461714,0.684716,0.755921,0,1,0,1,0,0,0
0.404073,0.723344,0.749435,0,0,0,1,0,0,0
0.746038,0.747778,0.826187,0,1,0,0,0,0,0
0.674905,0.800364,0.603582,0,1,1,0,0,0,0
0.649101,0.782469,0.641523,0,1,1,0,0,0,0
0.729738,0.250366,0.29441,1,0,0,0,0,0,0
0.221143,0.751523,0.876444,0,0,0,1,0,0,0
0.372394,0.521145,0.296374,0,0,0,0,1,0,0
0.603464,0.306295,0.368039,1,0,0,0,0,0,0
0.324041,0.68045,0.751331,0,0,0,1,0,0,0
0.537907,0.793836,0.601349,0,1,1,0,0,0,0
0.696097,0.24027,0.26993,1,0,0,0,0,0,0
0.276362,0.626855,0.779994,0,0,0,1,0,0,0
0.548527,0.844824,0.650787,0,1,1,0,0,0,0
0.358655,0.528535,0.278701,0,0,0,0,1,0,0
0.351292,0.72952,0.755777,0,0,0,1,0,0,0
0.443898,0.557291,0.314519,0,0,0,0,1,0,0
0.50854,0.6793,0.654797,0,1,1,0,0,0,0
0.680859,0.625439,0.632371,0,1,1,0,0,0,0
0.646667,0.737718,0.694732,0,1,1,0,0,0,0
0.575732,0.383629,0.244262,1,0,0,0,1,0,0
0.491974,0.529911,0.294451,0,0,0,0,1,0,0
0.72639,0.321717,0.222021,1,0,0,0,0,0,0
0.351698,0.699437,0.642977,0,0,0,1,0,0,0
0.33659,0.645576,0.796566,0,0,0,1,0,0,0
0.535986,0.120813,0.268986,1,0,0,0,0,0,0
0.483963,0.694728,0.738727,0,1,0,1,0,0,0
0.353133,0.465158,0.381815,0,0,0,0,1,0,0
0.632728,0.54948,0.355434,0,0,0,0,1,0,0
0.231137,0.817923,0.86247,0,0,0,1,0,0,0
0.626538,0.744853,0.70241,0,1,1,0,0,0,0
0.315329,0.688966,0.750687,0,0,0,1,0,0,0
0.59276,0.745561,0.716921,0,1,1,0,0,0,0
0.171199,0.738557,0.766758,0,0,0,1,0,0,0
0.736285,0.197159,0.427716,1,0,0,0,0,0,0
0.611126,0.795979,0.630138,0,1,1,0,0,0,0
0.498325,0.522225,0.286915,0,0,0,0,1,0,0
0.496122,0.544306,0.234594,0,0,0,0,1,0,0
0.381099,0.554635,0.277564,0,0,0,0,1,0,0
0.415889,0.77362,0.754148,0,1,0,1,0,0,0
0.788254,0.180795,0.185205,1,0,0,0,0,0,0
0.236334,0.664492,0.729456,0,0,0,1,0,0,0
0.730123,0.849737,0.699953,0,1,1,0,0,0,0
0.400285,0.660758,0.85536,0,0,0,1,0,0,0
0.60724,0.823372,0.735083,0,1,1,0,0,0,0
0.567442,0.801939,0.598694,0,1,1,0,0,0,0
0.279912,0.720088,0.695277,0,0,0,1,0,0,0
0.63898,0.766024,0.632904,0,1,1,0,0,0,0
0.388473,0.521678,0.839705,0,0,0,1,0,0,0
0.191874,0.720799,0.893357,0,0,0,1,0,0,0
0.510535,0.521113,0.335822,0,0,0,0,1,0,0
0.599934,0.769547,0.746496,0,1,1,0,0,0,0
0.713891,0.703568,0.574688,0,1,1,0,0,0,0
0.547625,0.614309,0.705678,0,1,0,0,0,0,0
0.663547,0.180634,0.268375,1,0,0,0,0,0,0
0.699658,0.75844,0.656945,0,1,1,0,0,0,0
0.544721,0.655078,0.282929,0,0,0,0,1,0,0
0.682049,0.208495,0.235145,1,0,0,0,0,0,0
0.680461,0.905763,0.615851,0,1,1,0,0,0,0
0.589171,0.764851,0.69088,0,1,1,0,0,0,0
0.661007,0.746609,0.699307,0,1,1,0,0,0,0
0.636543,0.784076,0.546178,0,1,1,0,0,0,0
0.698778,0.825688,0.608004,0,1,1,0,0,0,0
0.48158,0.746286,0.725847,0,1,0,1,0,0,0
0.565136,0.585809,0.242238,0,0,0,0,1,0,0
0.528023,0.650864,0.660328,0,1,0,0,0,0,0
0.273382,0.669728,0.738744,0,0,0,1,0,0,0
0.67459,0.177793,0.221431,1,0,0,0,0,0,0
0.592619,0.806668,0.573535,0,1,1,0,0,0,0
0.659062,0.792045,0.603827,0,1,1,0,0,0,0
0.446033,0.529959,0.300953,0,0,0,0,1,0,0
0.56816,0.127576,0.367291,1,0,0,0,0,0,0
0.701805,0.200105,0.272688,1,0,0,0,0,0,0
0.685047,0.236755,0.251302,1,0,0,0,0,0,0
0.43476,0.687706,0.761658,0,1,0,1,0,0,0
0.503284,0.871259,0.688282,0,1,1,0,0,0,0
0.320264,0.688193,0.863131,0,0,0,1,0,0,0
0.521265,0.488669,0.262966,0,0,0,0,1,0,0
0.660321,0.723614,0.706066,0,1,1,0,0,0,0
0.572377,0.750335,0.717014,0,1,1,0,0,0,0
0.714132,0.816247,0.590024,0,1,1,0,0,0,0
0.423383,0.71657,0.654732,0,1,0,1,0,0,0
0.647498,0.291365,0.249626,1,0,0,0,0,0,0
0.318513,0.788391,0.687137,0,0,0,1,0,0,0
0.693455,0.13743,0.252857,1,0,0,0,0,0,0
0.477339,0.688034,0.731759,0,1,0,1,0,0,0
0.56911,0.194694,0.339773,1,0,0,0,0,0,0
0.598463,0.210658,0.28881,1,0,0,0,0,0,0
0.677621,0.822753,0.69257,0,1,1,0,0,0,0
0.644102,0.221712,0.243034,1,0,0,0,0,0,0
0.481882,0.511557,0.290491,0,0,0,0,1,0,0
0.347219,0.692534,0.756587,0,0,0,1,0,0,0
0.523149,0.713434,0.750236,0,1,0,0,0,0,0
0.28449,0.754693,0.776244,0,0,0,1,0,0,0
0.691137,0.21724,0.34079,1,0,0,0,0,0,0
0.721096,0.809947,0.544684,0,0,1,0,0,0,0
0.655381,0.790903,0.603664,0,1,1,0,0,0,0
0.412782,0.594323,0.241009,0,0,0,0,1,0,0
0.536293,0.723633,0.713083,0,1,1,0,0,0,0
0.558464,0.114972,0.244616,1,0,0,0,0,0,0
0.599123,0.838439,0.617039,0,1,1,0,0,0,0
0.639399,0.725662,0.681693,0,1,1,0,0,0,0
0.253158,0.676295,0.747007,0,0,0,1,0,0,0
0.567918,0.32908,0.357615,1,0,0,0,0,0,0
0.665273,0.225656,0.251991,1,0,0,0,0,0,0
0.651354,0.224423,0.260523,1,0,0,0,0,0,0
0.526498,0.487441,0.351907,0,0,0,0,1,0,0
0.787027,0.199543,0.203631,1,0,0,0,0,0,0
0.362893,0.667287,0.765286,0,0,0,1,0,0,0
0.590731,0.220245,0.285778,1,0,0,0,0,0,0
0.493348,0.699653,0.727182,0,1,0,1,0,0,0
0.608561,0.759137,0.689019,0,1,1,0,0,0,0
0.527894,0.686271,0.70976,0,1,1,0,0,0,0
0.599757,0.643676,0.528634,0,1,1,0,0,0,0
0.55125,0.242061,0.377566,1,0,0,0,0,0,0
0.361542,0.52881,0.276084,0,0,0,0,1,0,0
0.659741,0.821262,0.754327,0,1,1,0,0,0,0
0.658907,0.225487,0.257689,1,0,0,0,0,0,0
0.704857,0.789039,0.721504,0,1,1,0,0,0,0
0.660036,0.810035,0.720507,0,1,1,0,0,0,0
0.649896,0.234183,0.260478,1,0,0,0,0,0,0
0.52402,0.845258,0.589405,0,1,1,0,0,0,0
0.804445,0.750569,0.533537,0,0,1,0,0,0,0
0.641405,0.773382,0.706031,0,1,1,0,0,0,0
0.329427,0.682456,0.754723,0,0,0,1,0,0,0
0.651786,0.772104,0.606031,0,1,1,0,0,0,0
0.544228,0.178607,0.311903,1,0,0,0,0,0,0
0.656227,0.224073,0.258359,1,0,0,0,0,0,0
0.368635,0.604784,0.734229,0,0,0,1,0,0,0
0.508643,0.278707,0.239814,1,0,0,0,0,0,0
0.462412,0.519468,0.29076,0,0,0,0,1,0,0
0.595076,0.70856,0.635804,0,1,1,0,0,0,0
0.412765,0.752977,0.744184,0,1,0,1,0,0,0
0.62277,0.78919,0.411433,0,0,1,0,0,0,0
0.73716,0.224968,0.254908,1,0,0,0,0,0,0
0.662307,0.248321,0.269009,1,0,0,0,0,0,0
0.631369,0.743219,0.710698,0,1,1,0,0,0,0
0.404384,0.665602,0.765407,0,0,0,1,0,0,0
0.633582,0.888802,0.588257,0,1,1,0,0,0,0
0.447645,0.544574,0.175525,0,0,0,0,1,0,0
0.667095,0.186785,0.314887,1,0,0,0,0,0,0
0.379618,0.739205,0.712735,0,0,0,1,0,0,0
0.326726,0.832258,0.746497,0,0,0,1,0,0,0
0.662715,0.677083,0.81859,0,1,0,0,0,0,0
0.629807,0.235517,0.230845,1,0,0,0,0,0,0
0.656053,0.738964,0.57041,0,1,1,0,0,0,0
0.62421,0.51858,0.277693,0,0,0,0,1,0,0
0.509039,0.432661,0.311829,0,0,0,0,1,0,0
0.723069,0.21621,0.241509,1,0,0,0,0,0,0
0.456805,0.527048,0.29129,0,0,0,0,1,0,0
0.612176,0.508435,0.272313,0,0,0,0,1,0,0
0.287438,0.590579,0.643993,0,0,0,1,0,0,0
0.677739,0.659762,0.793676,0,1,0,0,0,0,0
0.644668,0.812312,0.606684,0,1,1,0,0,0,0
0.441778,0.750563,0.790547,0,1,0,1,0,0,0
0.665234,0.761626,0.699871,0,1,1,0,0,0,0
0.354032,0.676957,0.84704,0,0,0,1,0,0,0
0.662727,0.801898,0.597644,0,1,1,0,0,0,0
0.547993,0.806446,0.583172,0,1,1,0,0,0,0
0.630417,0.722246,0.744966,0,1,1,0,0,0,0
0.450136,0.412696,0.405448,0,0,0,0,1,0,0
0.509797,0.224271,0.275422,1,0,0,0,0,0,0
0.5493,0.796949,0.616117,0,1,1,0,0,0,0
0.683677,0.218445,0.289967,1,0,0,0,0,0,0
0.806097,0.802063,0.613509,0,0,1,0,0,0,0
0.578995,0.318805,0.222379,1,0,0,0,0,0,0
0.45815,0.742585,0.728235,0,1,0,1,0,0,0
0.68307,0.296561,0.296446,1,0,0,0,0,0,0
0.441553,0.69009,0.822208,0,0,0,1,0,0,0
0.648744,0.755135,0.686984,0,1,1,0,0,0,0
0.481206,0.770459,0.693063,0,1,1,1,0,0,0
0.491618,0.73282,0.661178,0,1,1,1,0,0,0
0.653711,0.790874,0.604163,0,1,1,0,0,0,0
0.348007,0.811809,0.61804,0,0,0,1,0,0,0
0.59383,0.732959,0.664189,0,1,1,0,0,0,0
0.512261,0.761538,0.679707,0,1,1,0,0,0,0
0.280759,0.778143,0.773899,0,0,0,1,0,0,0
0.589571,0.54977,0.266611,0,0,0,0,1,0,0
0.501425,0.590137,0.340509,0,0,0,0,1,0,0
0.753514,0.772596,0.599338,0,1,1,0,0,0,0
0.608858,0.543441,0.290657,0,0,0,0,1,0,0
0.566591,0.458456,0.252641,0,0,0,0,1,0,0
0.557151,0.518544,0.115822,0,0,0,0,1,0,0
0.704205,0.229337,0.189247,1,0,0,0,0,0,0
0.481722,0.221164,0.256043,1,0,0,0,0,0,0
0.391527,0.649568,0.361904,0,0,0,0,1,0,0
0.645453,0.489954,0.327215,0,0,0,0,1,0,0
0.326548,0.772837,0.776131,0,0,0,1,0,0,0
0.534878,0.324138,0.207215,1,0,0,0,0,0,0
0.348103,0.568397,0.279498,0,0,0,0,1,0,0
0.473831,0.658567,0.823179,0,1,0,1,0,0,0
0.834832,0.817878,0.60917,0,0,1,0,0,0,0
0.6751,0.882243,0.549721,0,0,1,0,0,0,0
0.316483,0.706537,0.747417,0,0,0,1,0,0,0
0.291222,0.687467,0.762543,0,0,0,1,0,0,0
0.490369,0.72218,0.722897,0,1,0,1,0,0,0
0.629818,0.778752,0.661688,0,1,1,0,0,0,0
0.59598,0.750338,0.698395,0,1,1,0,0,0,0
0.698394,0.816962,0.680861,0,1,1,0,0,0,0
0.310948,0.719177,0.713633,0,0,0,1,0,0,0
0.659373,0.790995,0.602074,0,1,1,0,0,0,0
0.638515,0.755857,0.733958,0,1,1,0,0,0,0
0.702698,0.767035,0.680487,0,1,1,0,0,0,0
0.640838,0.230567,0.262051,1,0,0,0,0,0,0
0.786484,0.718288,0.599771,0,0,1,0,0,0,0
0.585438,0.791975,0.602589,0,1,1,0,0,0,0
0.493364,0.503907,0.250155,0,0,0,0,1,0,0
0.760663,0.23691,0.111338,1,0,0,0,0,0,0
0.629537,0.592864,0.213825,0,0,0,0,1,0,0
0.349679,0.73102,0.75605,0,0,0,1,0,0,0
0.552707,0.751689,0.694663,0,1,1,0,0,0,0
0.686457,0.649304,0.630736,0,1,1,0,0,0,0
0.588523,0.768239,0.748753,0,1,1,0,0,0,0
0.585943,0.284755,0.378929,1,0,0,0,0,0,0
0.348118,0.684734,0.872408,0,0,0,1,0,0,0
0.5968,0.760426,0.594953,0,1,1,0,0,0,0
0.609724,0.777193,0.654286,0,1,1,0,0,0,0
0.66578,0.787218,0.59835,0,1,1,0,0,0,0
0.67803,0.506785,0.33867,0,0,0,0,1,0,0
0.476712,0.74085,0.585434,0,1,1,0,0,0,0
0.639513,0.2265,0.26589,1,0,0,0,0,0,0
0.70836,0.157785,0.281951,1,0,0,0,0,0,0
0.640801,0.684529,0.693399,0,1,1,0,0,0,0
0.363277,0.627615,0.874055,0,0,0,1,0,0,0
0.507368,0.69128,0.68391,0,1,1,1,0,0,0
0.63395,0.18258,0.268132,1,0,0,0,0,0,0
0.622701,0.790188,0.592729,0,1,1,0,0,0,0
0.489433,0.580958,0.31705,0,0,0,0,1,0,0
0.757236,0.677074,0.764384,0,1,0,0,0,0,0
0.568513,0.538201,0.290216,0,0,0,0,1,0,0
0.542109,0.75936,0.646966,0,1,1,0,0,0,0
0.475987,0.815163,0.603452,0,1,1,0,0,0,0
0.665941,0.241749,0.294445,1,0,0,0,0,0,0
0.786142,0.777643,0.624924,0,0,1,0,0,0,0
0.241096,0.629907,0.806253,0,0,0,1,0,0,0
0.771178,0.78022,0.595422,0,0,1,0,0,0,0
0.21533,0.726848,0.704484,0,0,0,1,0,0,0
0.639777,0.779349,0.598958,0,1,1,0,0,0,0
0.620382,0.230325,0.256674,1,0,0,0,0,0,0
0.739565,0.236339,0.274105,1,0,0,0,0,0,0
0.48888,0.515961,0.260841,0,0,0,0,1,0,0
0.50755,0.542575,0.193154,0,0,0,0,1,0,0
0.222774,0.596723,0.76245,0,0,0,1,0,0,0
0.415758,0.697863,0.267478,0,0,0,0,1,0,0
0.391293,0.631586,0.857861,0,0,0,1,0,0,0
0.527499,0.857788,0.600129,0,1,1,0,0,0,0
0.651854,0.698977,0.58529,0,1,1,0,0,0,0
0.608503,0.754504,0.540182,0,1,1,0,0,0,0
0.382969,0.622577,0.781306,0,0,0,1,0,0,0
0.520852,0.754102,0.701183,0,1,1,0,0,0,0
0.35815,0.683102,0.751135,0,0,0,1,0,0,0
0.314107,0.522562,0.286119,0,0,0,0,1,0,0
0.522775,0.775698,0.694145,0,1,1,0,0,0,0
0.211685,0.733834,0.800601,0,0,0,1,0,0,0
0.733433,0.18484,0.145298,1,0,0,0,0,0,0
0.429473,0.757238,0.659968,0,1,0,1,0,0,0
0.353201,0.586988,0.808878,0,0,0,1,0,0,0
0.248895,0.677494,0.78202,0,0,0,1,0,0,0
0.785692,0.80869,0.576983,0,0,1,0,0,0,0
0.623035,0.227052,0.293709,1,0,0,0,0,0,0
0.143876,0.668246,0.663948,0,0,0,1,0,0,0
0.619167,0.244326,0.310162,1,0,0,0,0,0,0
0.418985,0.519568,0.273242,0,0,0,0,1,0,0
0.368277,0.725541,0.808603,0,0,0,1,0,0,0
0.525898,0.260166,0.334795,1,0,0,0,0,0,0
0.500014,0.2951,0.270433,1,0,0,0,0,0,0
0.652678,0.19916,0.2565,1,0,0,0,0,0,0
0.536912,0.500848,0.316719,0,0,0,0,1,0,0
0.631375,0.223876,0.265085,1,0,0,0,0,0,0
0.604799,0.767766,0.613671,0,1,1,0,0,0,0
0.585869,0.842966,0.452954,0,0,1,0,0,0,0
0.529641,0.710836,0.708324,0,1,1,0,0,0,0
0.363594,0.654065,0.823891,0,0,0,1,0,0,0
0.606356,0.776362,0.639495,0,1,1,0,0,0,0
0.721289,0.224061,0.254722,1,0,0,0,0,0,0
0.664205,0.756739,0.626069,0,1,1,0,0,0,0
0.656733,0.223897,0.259373,1,0,0,0,0,0,0
0.569631,0.520873,0.268939,0,0,0,0,1,0,0
0.618938,0.762194,0.59765,0,1,1,0,0,0,0
0.349659,0.698029,0.660556,0,0,0,1,0,0,0
0.210442,0.569492,0.679774,0,0,0,1,0,0,0
0.557882,0.912391,0.651595,0,1,1,0,0,0,0
0.364322,0.681988,0.752454,0,0,0,1,0,0,0
0.467829,0.763989,0.673733,0,1,0,1,0,0,0
0.65413,0.267534,0.282929,1,0,0,0,0,0,0
0.525024,0.802721,0.634209,0,1,1,0,0,0,0
0.165536,0.665662,0.812645,0,0,0,1,0,0,0
0.622032,0.723447,0.594935,0,1,1,0,0,0,0
0.536965,0.643755,0.627655,0,1,1,0,0,0,0
0.739792,0.764025,0.735684,0,1,1,0,0,0,0
0.311561,0.542716,0.29631,0,0,0,0,1,0,0
0.149772,0.676382,0.777665,0,0,0,1,0,0,0
0.407298,0.542709,0.299034,0,0,0,0,1,0,0
0.199301,0.621286,0.733493,0,0,0,1,0,0,0
0.640394,0.795431,0.59521,0,1,1,0,0,0,0
0.650227,0.789445,0.601501,0,1,1,0,0,0,0
0.64565,0.776773,0.707197,0,1,1,0,0,0,0
0.67689,0.108827,0.300719,1,0,0,0,0,0,0
0.680841,0.754598,0.645027,0,1,1,0,0,0,0
